source,model,brand,price,depreciation,registration_date,coe_remaining_mths,mileage
motorist.sg,Volkswagen Passat 2.0 Tsi Gt Sunroof,Volkswagen,179800,17279,30/12/21,111,6500
motorist.sg,Porsche Panamera,Porsche,189800,19324,27/7/12,117,106000
motorist.sg,Toyota Estima 2.4X A,Toyota,76000,14358,22/12/07,63,452000
motorist.sg,Opel Astra Hb,Opel,98800,11072,17/3/21,102,25000
motorist.sg,Mercedes Benz E200 Sedan Amg Line,Mercedes,280800,26628,20/10/21,109,14000
motorist.sg,Toyota Corolla Altis 1.6 Cvt Classic / Elegance,Toyota,67800,12056,23/6/17,57,
motorist.sg,Bmw 135I 3.0 At Abs D/Ab Hid 2Wd Turbo,Bmw,77800,12694,22/10/08,73,
motorist.sg,Mercedes Benz C200 Cdi Sedan (R17),Mercedes,53800,21732,30/5/14,20,
motorist.sg,Jaguar EPace 2.0P (200Ps),Jaguar,142800,19238,29/3/19,78,37000
motorist.sg,Proton Exora 1.6L Mt (MLine) Abs D/Ab 2Wd 5Dr,Proton,63800,8072,17/8/10,94,
motorist.sg,Honda Freed 1.5G Hybrid Auto,Honda,90800,14514,26/4/18,67,
motorist.sg,Honda Civic 1.5 Turbo Vtis Sr,Honda,138800,20270,9/10/18,73,55000
motorist.sg,Volkswagen Sharan 2.0 Tsi 7N24My,Volkswagen,85800,15549,29/11/16,50,
motorist.sg,Opel Astra St 1.0 At,Opel,57800,11728,25/5/17,56,
motorist.sg,Volkswagen Golf Tsi Tl,Volkswagen,93800,13728,31/10/18,73,38000
motorist.sg,Mercedes Benz Cls 350 A,Mercedes,129800,15146,2/6/11,102,134000
motorist.sg,Maserati Quattroporte Sport Gt S,Maserati,117800,16461,16/11/09,85,
motorist.sg,Bmw 320I Led Hl,Bmw,196800,20717,15/10/20,97,22700
motorist.sg,Bmw 523I 2.5 At Abs D/Ab 2Wd 4Dr Gas/D,Bmw,96810,11631,20/1/11,99,
motorist.sg,Toyota CHr Hybrid 1.8S Cvt,Toyota,109800,13232,24/2/20,89,
motorist.sg,Opel Crossland X B12Xht At,Opel,76800,9890,13/5/19,80,
motorist.sg,Honda Shuttle 1.5G Cvt,Honda,80800,11710,28/2/19,77,
motorist.sg,Honda Crv 2.0L 5At Sunroof,Honda,76800,9850,23/6/10,93,143000
motorist.sg,Bmw Ix3 (Bev) Inspiring Aled Sr,Bmw,278000,27063,28/6/22,117,90
motorist.sg,Mazda 3 Sedan 1.5 At Eu6,Mazda,84800,12495,20/11/18,74,53549
motorist.sg,Honda Fit 1.3Gf Cvt,Honda,70800,10625,1/2/19,76,
motorist.sg,Honda Fit 1.3Gf Cvt,Honda,78800,10005,6/4/20,90,
motorist.sg,Honda Fit 1.3Gf Cvt,Honda,120000,14469,12/10/20,97,
motorist.sg,Honda Fit 1.3 GF Cvt,Honda,43800,12629,29/10/15,37,
motorist.sg,Volkswagen Sharan 2.0 Tsi 7N24My,Volkswagen,149900,17136,12/3/20,90,42037
motorist.sg,Mercedes Benz E 250Cgi,Mercedes,89800,11541,17/6/10,93,149000
motorist.sg,Toyota Camry 2.0 Auto,Toyota,73800,14649,15/8/16,47,118000
motorist.sg,Bmw 216I Gt Led Nav,Bmw,116800,16862,28/6/18,69,45000
motorist.sg,Toyota Camry 2.0 Auto Abs Airbag,Toyota,17800,13794,22/12/08,15,150000
motorist.sg,Mercedes Benz A45 Amg 4Matic (R19 Bi),Mercedes,103900,55425,2/1/14,15,87000
motorist.sg,Audi A3 Sportback 1.0 Tfsi S Tronic (Led),Audi,105800,13800,17/7/19,82,30000
motorist.sg,Land Rover Discovery Sport 2.0D Se 5Seater,Land,119900,18317,17/11/17,62,54000
motorist.sg,Audi A4 1.4 Tfsi S Tronic,Audi,107800,17747,21/12/17,63,80000
motorist.sg,Toyota Estima Aeras 2.4 Cvt Abs D/Airbag 2Wd,Toyota,90800,18180,24/10/16,49,
motorist.sg,Toyota Harrier G Grade,Toyota,132800,17932,3/1/19,75,30000
motorist.sg,Mercedes Benz C180K,Mercedes,71800,10929,16/4/09,78,121000
motorist.sg,Mercedes Benz E200 Amg Line MHybrid Auto,Mercedes,269000,23895,30/6/22,117,50
motorist.sg,Audi S4 3.0 Tfsi Qu STronic,Audi,125800,15790,24/8/10,95,103000
motorist.sg,Mitsubishi Outlander 2.0 Cvt,Mitsubishi,104800,16015,13/8/18,71,32000
motorist.sg,Porsche Macan 2.0 A/T Abs D/Airbag Awd S/R,Porsche,133800,37597,12/2/15,29,89000
motorist.sg,Porsche Cayenne V6 E5 Tip,Porsche,179800,18306,21/1/13,117,80000
motorist.sg,Lexus Es300H Luxury Cvt,Lexus,79800,20589,18/6/15,33,103000
motorist.sg,Mazda Cx3 2.0 At Deluxe 2Wd,Mazda,109800,13319,12/2/20,89,14000
motorist.sg,Mercedes Benz B180 Style (R16 Led),Mercedes,105800,16638,20/6/18,69,60000
motorist.sg,Toyota Harrier Premium 2.0 Cvt,Toyota,75800,17655,22/2/16,41,70000
motorist.sg,Audi A5 2.0 Quattro A,Audi,99800,11423,16/6/11,104,90000
motorist.sg,Mercedes Benz Cla180 Amg Line Auto,Mercedes,183800,19274,5/12/20,98,30000
motorist.sg,Mini Cooper S Clubman Jcw Aero Dynamic Kit,Mini,162800,20004,27/8/19,83,39000
motorist.sg,Mercedes Benz Cla180 Coupe Progressive,Mercedes,182800,19572,18/1/21,100,19000
motorist.sg,Honda Jazz 1.3 Cvt,Honda,83800,9915,16/10/20,97,20000
motorist.sg,Bmw X3 Sdrive 20I Hid Sr Nav,Bmw,131800,22387,14/8/17,59,105000
motorist.sg,Bmw M4 Coupe Manual,Bmw,348800,36531,7/1/19,114,12500
motorist.sg,Bmw 335I A,Bmw,113800,13233,12/4/11,103,126000
motorist.sg,Mitsubishi Attrage 1.2 Cvt,Mitsubishi,68799,10108,28/3/19,78,64500
motorist.sg,Mercedes Benz Glc43 Amg Coupe 4Matic Auto,Mercedes,308800,32384,27/11/20,98,21000
motorist.sg,Subaru 2.5 Wrx,Subaru,86800,17839,19/7/07,58,3000
motorist.sg,Land Rover Defender 90 2.2 Manual Abs Turbo Eu5,Land,109800,32320,29/1/16,40,88000
motorist.sg,Nissan Sylphy 1.6 Cvt Abs D/Airbag 2Wd 4Dr,Nissan,45333,12474,28/8/15,35,98000
motorist.sg,Toyota Previa Aeras 2.4 Cvt Mr,Toyota,169800,18810,20/8/20,95,20098
motorist.sg,Volkswagen Beetle 1.2 Tsi,Volkswagen,105800,14288,15/5/19,80,30060
motorist.sg,Bmw X1 Sdrive20I Mspt,Bmw,172800,18469,27/8/20,95,15280
motorist.sg,Honda Shuttle 1.5G Cvt,Honda,68800,12956,18/8/17,59,90810
motorist.sg,Nissan Note 1.2 Cvt,Nissan,80800,9930,25/7/20,94,17856
motorist.sg,Honda Jazz 1.5 Cvt,Honda,88800,12014,13/5/19,80,59120
motorist.sg,Seat Arona Style 1.0 Tsi 116 7At,Seat,98000,10849,25/6/21,105,34200
motorist.sg,Toyota Sienta Elegance (Auto),Toyota,89800,11225,21/10/19,85,23480
motorist.sg,Honda City 1.5 Sv Cvt,Honda,78800,12111,25/6/18,69,74582
motorist.sg,Bmw 530I Led Nav,Bmw,143800,24046,23/5/17,56,91118
motorist.sg,Toyota Harrier G Grade,Toyota,115800,15249,22/11/18,74,156750
motorist.sg,Bmw X1 Sdrive 18I X Line Led Hl,Bmw,162162,16777,18/12/20,99,21000
motorist.sg,Bmw 216I Active Tourer,Bmw,142264,14089,6/7/21,105,8000
motorist.sg,Bmw 730Li At Abs D/Ab 2Wd 4Dr Nav Hid Sr,Bmw,95369,11342,23/3/11,100,
motorist.sg,"Bmw 740Li Pgr, Laser Hl, Rcp",Bmw,417401,36762,30/11/21,110,1000
motorist.sg,Mercedes Benz A180 Compact Saloon Progressive,Mercedes,150182,16246,27/10/20,97,21000
motorist.sg,Mercedes Benz Cla180 Sb Progressive,Mercedes,173091,18662,27/10/20,97,11000
motorist.sg,Volkswagen Tiguan RLine 380 Tsi,Volkswagen,127500,19853,31/10/17,61,78041
motorist.sg,Audi A6 Design 2.0 Tfsi 180Kw (18''),Audi,183799,22322,14/10/19,85,60600
motorist.sg,Mercedes Benz C160 Sedan Avg (R17 Led),Mercedes,168108,18205,26/10/20,97,13000
motorist.sg,Subaru Xv 2.0IS Eyesight Awd Cvt,Subaru,83274,13780,20/2/18,65,105000
motorist.sg,Volvo V90 T5 Momentum,Volvo,121800,21649,30/3/17,54,66000
motorist.sg,Mercedes Benz C160 Sedan Avg (R17 Led),Mercedes,165122,17838,26/10/20,97,29000
motorist.sg,Toyota Sienta Hybrid 1.5X Cvt,Toyota,89800,14255,20/6/18,69,38000
motorist.sg,Mercedes Benz Gla180 Urban Edition Auto,Mercedes,134178,16392,9/1/20,88,49000
motorist.sg,Toyota Corolla Altis 1.6 Auto,Toyota,67800,8487,30/11/10,95,
motorist.sg,Suzuki Swift Sport 1.6 M,Suzuki,72800,9112,30/9/10,95,158500
motorist.sg,Mercedes Benz S400L (R19 Led),Mercedes,138810,26608,11/2/15,29,
motorist.sg,Skoda Octavia Ambition 1.5 Tsi Mhev(A) Vc,Skoda,140800,15204,24/8/21,107,13000
motorist.sg,Maserati Ghibli,Maserati,148496,34957,30/4/15,31,62000
motorist.sg,Seat Ateca 1.4 Tsi 150 Style 6At,Seat,116800,14113,14/11/19,86,20000
motorist.sg,Mercedes Benz Cla180 Amg Line Auto,Mercedes,109800,18124,1/12/17,62,91000
motorist.sg,Bmw 216I Gt Led Nav,Bmw,108800,16398,29/3/18,66,63000
motorist.sg,Audi A4 2.0 Tfsi S Tronic,Audi,170800,17843,18/3/21,102,9000
motorist.sg,Bentley Bentayga V8,Bentley,735902,76280,31/3/20,90,6000
motorist.sg,Mercedes Benz C180 Avantgarde (R17 Led),Mercedes,76800,25958,6/2/15,28,75000
motorist.sg,Bmw X1 Sdrive 18I Led Hl Xline,Bmw,188888,16966,31/5/22,116,80
motorist.sg,Bmw 840I Gran Coupe Mspt,Bmw,369000,40022,3/3/20,89,15273
motorist.sg,Bmw 520I Luxury Adap Led Hl,Bmw,243900,23280,30/8/21,107,9600
motorist.sg,Mercedes Benz B180 Style R17 Led,Mercedes,148172,16530,25/8/20,95,34000
motorist.sg,Toyota Corolla Altis 1.6 Auto,Toyota,45462,8931,9/10/07,61,134000
motorist.sg,Subaru Xv 1.6I Awd Cvt,Subaru,43263,14393,17/4/15,31,77000
motorist.sg,Honda Jazz 1.3 Cvt,Honda,67342,12116,9/1/18,64,79000
motorist.sg,Honda Jazz 1.3 Cvt,Honda,77800,10827,30/7/19,82,30000
motorist.sg,Renault Megane Sedan 1.2 Tce At Eu6 Led,Renault,77500,12019,18/4/18,67,57000
motorist.sg,Mercedes Benz Glc200 (R18 Led),Mercedes,157000,24159,12/2/18,65,85000
motorist.sg,Skoda Superb 1.8 Tsi (A) Navi,Skoda,113265,14106,2/9/19,83,28000
motorist.sg,Bmw 116I At Abs D/Airbag 2Wd Hid 5Dr,Bmw,89800,9632,20/1/12,111,138000
motorist.sg,Audi A3 Sedan 1.0 Tfsi S Tronic (Led),Audi,82700,15155,8/8/17,59,58000
motorist.sg,Bmw Z4 Sdrive 23I 2.5L At D/Ab 2Wd Hid Nav,Bmw,106800,13094,26/5/11,97,
motorist.sg,Honda Stream 1.8X,Honda,62800,10129,17/11/08,74,
motorist.sg,Bmw 523I 2.5 At Abs D/Ab 2Wd 4Dr Gas/D Nav,Bmw,101800,12291,17/12/10,99,150000
motorist.sg,Honda Civic 1.8L 5At,Honda,38800,13844,26/6/10,33,140000
motorist.sg,Bmw 523I A,Bmw,99800,11762,1/3/11,101,120000
motorist.sg,Bmw Z4 Sdrive 23I 2.5L At D/Ab 2Wd Hid Nav,Bmw,122800,12943,30/3/12,113,77000
motorist.sg,Mitsubishi Lancer 1.6 Cvt Sports Glx Airbag 2Wd 4Dr,Mitsubishi,66800,9915,29/6/09,80,159000
motorist.sg,Morgan Plus Six,Morgan,628888,61881,22/5/21,104,2400
motorist.sg,Honda Civic 1.6 Vti Cvt,Honda,86800,14764,22/11/17,62,38000
motorist.sg,Morgan Plus Four Auto,Morgan,588800,54407,11/1/22,112,252
motorist.sg,Nissan Qashqai 1.2 DigT Cvt,Nissan,87800,13391,19/6/18,69,58000
motorist.sg,Honda Vezel 1.5X Cvt,Honda,64800,12958,21/3/17,54,63000
motorist.sg,Mercedes Benz Cla180 Coupe Progressive,Mercedes,188800,19200,25/6/21,105,8000
motorist.sg,Hyundai Ad Avante 1.6 Gls (A) S,Hyundai,82800,11208,30/5/19,80,68000
motorist.sg,Toyota Rav4 2.0 Premium Suv (Auto) (2Wd),Toyota,154800,16568,29/12/20,99,15850
motorist.sg,Bmw I8 Led Hud Nav,Bmw,283800,86296,5/12/14,26,8100
motorist.sg,Lexus Ux200 5Dr Suv (At) (2Wd) Luxury,Lexus,149800,17087,14/2/20,89,9600
motorist.sg,Mercedes Benz B200 Progressive (R18 Led),Mercedes,149800,19007,19/7/19,82,51000
motorist.sg,Mercedes Benz Amg Gt C Roadster Smt,Mercedes,525025,78442,28/4/17,80,18000
motorist.sg,Mercedes Benz Amg Gt S (R19/R20 Led),Mercedes,377313,71724,19/11/15,38,16000
motorist.sg,Toyota Sienta Standard (Auto),Toyota,93360,11596,23/12/19,87,58000
motorist.sg,Bentley Continental Gtc Convertible,Bentley,261411,26387,13/9/12,118,23300
motorist.sg,Honda Shuttle Hybrid 1.5 Auto,Honda,93327,12474,17/7/19,82,43000
motorist.sg,Bmw M140I 5Dr Led Nav Shad,Bmw,180774,27114,26/6/18,69,71316
motorist.sg,Bmw M3 Convertible 4.0 Smt 2Dr Hid Nav,Bmw,156162,16769,28/12/11,111,104000
motorist.sg,Bmw 520I Se Auto,Bmw,163989,21392,30/11/18,74,42244
motorist.sg,Honda Stream 1.8L At,Honda,32394,10848,27/9/10,35,
motorist.sg,Nissan Nv350 Caravan Dx Auto,Nissan,70219,7395,4/3/22,113,8223
motorist.sg,Lexus Is250 Auto Luxury,Lexus,65085,10958,14/8/08,71,183213
motorist.sg,Toyota Wish 1.8X Limited A,Toyota,56122,10002,16/4/08,67,141000
motorist.sg,Audi S4 Avant 3.0 Tfsi Quattro,Audi,93000,14156,22/10/09,78,186694
motorist.sg,Bmw 116I Led Hl Sportline,Bmw,155800,14308,29/4/22,115,1038
motorist.sg,Bmw 116I Led Hl Sportline,Bmw,156800,14320,31/5/22,116,10
motorist.sg,Porsche Cayenne Turbo Tiptronic,Porsche,158800,24171,15/4/09,78,132000
motorist.sg,Porsche Cayenne V6 A,Porsche,59800,19013,29/10/05,37,
motorist.sg,Toyota Vellfire 2.5X Auto,Toyota,152800,21371,22/10/18,73,56000
motorist.sg,Bmw 135I Coupe D/Clutch 2Dr Sr Hid Dsc Nav,Bmw,97800,11631,20/5/11,100,78000
motorist.sg,Lexus Is250 Auto Std Fl,Lexus,67800,10105,22/5/09,80,
motorist.sg,Mazda Cx5 2.0 At Elegance 2Wd I4,Mazda,143988,15256,30/3/21,102,8700
motorist.sg,Honda Fit Hybrid 1.5 Auto,Honda,96988,11674,24/8/20,95,30000
motorist.sg,Bmw 323I A,Bmw,83800,11710,2/11/09,85,140000
motorist.sg,Toyota Fortuner Trd (Auto),Toyota,174988,21098,3/2/20,88,23000
motorist.sg,Bmw Z4 Sdrive20I Roadster 2Dr Dsc Hid Nav,Bmw,88988,26140,24/3/15,30,70000
motorist.sg,Toyota Estima Hybrid 2.4X A,Toyota,95800,11521,29/12/10,99,
motorist.sg,Hyundai Ad Avante 1.6 Gls (A) S,Hyundai,85888,12424,7/1/19,76,61000
motorist.sg,Volvo Xc40 T4 RDesign,Volvo,173988,18177,19/5/21,104,11600
motorist.sg,Mercedes Benz E200 Cgi A,Mercedes,92988,10826,8/4/11,103,130000
motorist.sg,Volkswagen Scirocco 1.4L At Tsi 1372Q5,Volkswagen,75800,8761,6/9/11,103,156000
motorist.sg,Toyota Vios E Auto,Toyota,79800,10772,14/5/10,88,164000
motorist.sg,Honda Vezel Hybrid 1.5X Auto,Honda,86800,13916,18/4/18,67,48000
motorist.sg,Honda Stream 1.8L At,Honda,74800,9224,15/10/10,97,155000
motorist.sg,Ford Focus 4Dr Titanium 1.0 Gtdi S/S,Ford,67500,10415,28/3/18,66,37000
motorist.sg,Renault Grand Scenic Iv 1.5 Dci At Eu6,Renault,94800,14708,11/7/18,70,47000
motorist.sg,Nissan Qashqai 1.2 DigT Cvt Abs 2Wd 5Dr,Nissan,49800,14599,11/8/15,35,79000
motorist.sg,Lexus Is250 Auto Std Fl,Lexus,64800,10438,20/11/08,74,
motorist.sg,Audi A1 1.4 Tfsi STronic,Audi,37800,10597,14/4/11,42,155000
motorist.sg,Hyundai Hd Avante 1.6 A,Hyundai,16800,9249,13/7/09,21,
motorist.sg,Toyota Estima Hybrid 2.4X A,Toyota,24800,15037,23/10/09,19,
motorist.sg,Hyundai Hd Avante 1.6 A,Hyundai,14800,8973,15/5/09,19,
motorist.sg,Toyota Isis 1.8 A,Toyota,38800,10436,26/5/06,44,
motorist.sg,Mitsubishi Attrage 1.2 Cvt,Mitsubishi,66800,9894,6/3/19,77,26000
motorist.sg,Mercedes Benz E200 Sport MHybrid,Mercedes,240000,22264,28/2/22,113,3000
motorist.sg,Mercedes Benz Glc250 Amg Line 4Matic Auto,Mercedes,203000,24763,22/8/19,83,63000
motorist.sg,Toyota Wish 2.0 Auto,Toyota,32500,13151,25/2/10,29,178000
motorist.sg,Mercedes Benz 230Ce Auto,Mercedes,68888,10356,2/1/93,79,
motorist.sg,Volkswagen 1200,Volkswagen,68500,10298,19/3/76,79,
motorist.sg,Honda Fit 1.3G A,Honda,77800,9253,8/4/11,100,120357
motorist.sg,Nissan GtR 3.8 A,Nissan,238000,41112,20/6/08,69,
motorist.sg,Toyota Hiace Dx 2.8 Auto,Toyota,79800,11693,3/7/19,81,34000
motorist.sg,Mercedes Benz C180 Coupe (R17 Led),Mercedes,168800,22123,7/3/19,78,60000
motorist.sg,Toyota Hiace Super Gl Dark Prime 2.8 Auto,Toyota,89800,13651,4/4/19,78,51000
motorist.sg,Kia Cerato 1.6(A) Lx,Kia,93800,10783,27/10/20,97,25000
motorist.sg,"Bmw 218I Gc Mspt, Led Hl, Fl",Bmw,168800,17505,9/2/21,101,20000
motorist.sg,Nissan Cabstar 3.0 5M/T Abs 2Dr 2Wd Euro 5,Nissan,43800,9778,28/2/17,53,79000
motorist.sg,Bmw 420I Gran Coupe A/T S/R Hid Nav,Bmw,78800,24345,8/12/14,27,111000
motorist.sg,"Audi Q3 Sportback 1.4 Tfsi S Tronic (17"")",Audi,170800,18847,28/10/20,97,18000
motorist.sg,Toyota Dyna 3.0 Diesel Turbo M/T 2Wd Lorry,Toyota,46800,13579,16/2/16,41,
motorist.sg,Toyota Harrier G Grade,Toyota,127800,17398,30/11/18,74,42000
motorist.sg,Audi A8L 3.0 Tfsi Qu (Pi),Audi,138800,26392,30/11/15,38,78000
motorist.sg,Toyota Sienta Hybrid 1.5G Cvt,Toyota,99800,13180,6/8/19,82,33000
motorist.sg,Porsche Cayenne Diesel V6 E5,Porsche,113800,42344,5/12/13,14,84000
motorist.sg,Bentley Flying Spur V8 4.0 A/T Abs 4Wd S/R,Bentley,340000,88284,25/8/14,23,68500
motorist.sg,Mercedes Benz E200 Avg (R18 Led),Mercedes,167800,23001,31/5/18,68,72000
motorist.sg,Mercedes Benz B200 Style (R16 Led),Mercedes,62800,20244,4/5/15,31,108000
motorist.sg,Hyundai Accent (Rb) 1.4 Cvt,Hyundai,61800,8822,5/3/19,77,29000
motorist.sg,Mercedes Benz A200 Amg Line Saloon Auto,Mercedes,145800,17361,27/2/20,89,39000
motorist.sg,Mercedes Benz E250 Cgi A Cabriolet / Coupe / Sedan,Mercedes,79800,11151,28/12/09,85,
motorist.sg,Mercedes Benz E220 Auto,Mercedes,48888,9338,13/4/98,62,
motorist.sg,Mercedes Benz A180 Fl Style (R17 Hlg),Mercedes,70800,16395,8/6/16,45,80000
motorist.sg,Volvo S60 T2 A/T,Volvo,79800,13239,31/8/17,59,120000
motorist.sg,Audi A3 Sedan 1.4 Tfsi (Ambiente),Audi,40800,16977,22/8/14,23,122000
motorist.sg,Honda Vezel 1.5X Cvt,Honda,56800,14979,22/2/16,41,62000
motorist.sg,Jaguar Xf 2.0P Tss,Jaguar,80888,19802,27/2/15,29,144000
motorist.sg,Mitsubishi Asx 2.0 Cvt Abs D/Airbag 2Wd,Mitsubishi,59800,14090,25/4/16,43,105000
motorist.sg,Honda Odyssey 2.4 ExvS Cvt Led Sr,Honda,57800,18982,3/11/14,25,117000
motorist.sg,Honda Civic 1.6 Vti Cvt,Honda,83800,14174,24/11/17,62,74000
motorist.sg,Mercedes Benz E200 Avg (R18 Led),Mercedes,179800,22944,14/12/18,75,61000
motorist.sg,Mitsubishi Canter Feb21Er3Sdeb (Cbu),Mitsubishi,34800,15547,2/12/14,26,156000
motorist.sg,Iveco Eurocargo Mll190El25 (Euro V),Iveco,41800,28733,20/2/14,17,123000
motorist.sg,Mazda Cx3 2.0 At Deluxe 2Wd,Mazda,91800,13142,31/10/18,73,33760
motorist.sg,Bmw X4 Xdrive20I Auto,Bmw,227850,27398,24/10/19,85,28410
motorist.sg,Honda Fit 1.3G A,Honda,15214,10360,25/2/09,17,155000
motorist.sg,Honda Vezel Hybrid 1.5X Cvt,Honda,71466,13846,30/8/17,59,63000
motorist.sg,Toyota Hiace Van Turbo 5Dr Mt,Toyota,82408,10333,27/8/20,95,38218
motorist.sg,Toyota Hiace Dx 2.8 Auto,Toyota,78351,11876,11/4/19,79,
motorist.sg,Toyota Hiace Van Turbo 5 Dr Manual,Toyota,50359,11753,19/12/16,51,55400
motorist.sg,Toyota Harrier Premium 2.0 A,Toyota,87239,16964,28/10/16,49,62128
motorist.sg,Bmw M140I 5Dr Led Nav,Bmw,137829,25835,15/3/17,54,100000
motorist.sg,Porsche 911S Cab Tip,Porsche,148120,45016,21/12/05,39,45000
motorist.sg,Mercedes Benz Amg Glc43 4Matic Fl,Mercedes,307640,30560,3/2/21,100,19000
motorist.sg,Fiat Doblo Cargo Maxi 1.6 Mtj Amt Glaze,Fiat,35455,9211,13/7/16,46,89000
motorist.sg,Nissan Mkb37Bnhra,Nissan,64266,14208,16/3/07,54,208000
motorist.sg,Volkswagen New Golf 1.4 At 5K13G5,Volkswagen,75888,9949,22/4/10,91,128410
motorist.sg,Toyota Vios E Auto,Toyota,60554,8715,17/8/09,83,130268
motorist.sg,Audi A4 Sedan 2.0 Tfsi S Tronic (Nav),Audi,155197,18043,12/3/20,90,18651
motorist.sg,Mitsubishi Eclipse Cross 1.5 Cvt,Mitsubishi,107361,13758,15/8/19,83,36788
motorist.sg,Honda Airwave 1.5M A,Honda,60528,9401,12/2/09,77,132139
motorist.sg,Volkswagen Golf Cabriolet 1.4 Tsi At 5172Q5,Volkswagen,82543,9015,19/1/12,109,134438
motorist.sg,Toyota Hiace Dx 2.8 Auto,Toyota,79367,11437,14/8/19,83,
motorist.sg,Toyota Hiace Van Turbo 5Dr Mt,Toyota,72388,10887,30/4/19,79,52000
motorist.sg,Nissan Nv350 Panel Van 2.5 5Mt 5Dr,Nissan,54463,8910,16/10/18,73,66000
motorist.sg,Nissan Nv200 1.5L Mt Abs Airbag 2Wd 6Dr,Nissan,36505,7852,27/12/12,55,140741
motorist.sg,Toyota Hiace Manual,Toyota,36505,7852,15/5/07,55,190000
motorist.sg,Toyota Hiace Van Turbo 5Dr Mt,Toyota,82416,10118,28/10/20,97,56284
motorist.sg,Nissan Nv350 Panel Van 2.5 5At 5Dr Euro V,Nissan,56394,10777,30/11/17,62,
motorist.sg,Nissan Nv350 Panel Van 2.5 5Mt 5Dr Euro V,Nissan,45445,9441,30/6/17,57,
motorist.sg,Nissan Nv350 Panel Van 2.5 5At 5Dr Euro V,Nissan,50403,10555,16/6/17,57,
motorist.sg,Renault Kangoo Ii Express 1.5L Dci 90 Bhp Mt 6Dr,Renault,27449,9443,3/8/15,34,
motorist.sg,Hyundai Ae Ioniq Hev 1.6 Dct Sr,Hyundai,77235,14996,31/8/17,59,85000
motorist.sg,Mitsubishi Fuso Fk62Fmz1Rdeb,Mitsubishi,55027,20835,28/4/15,31,
motorist.sg,Toyota Hiace 3.0Dx M,Toyota,56432,9748,20/6/08,69,
motorist.sg,Toyota Hiace Van Turbo 5Dr Mt,Toyota,73403,10490,4/9/19,83,
motorist.sg,Mitsubishi Fuso Fv51Sjd2Dea,Mitsubishi,116761,27674,25/11/16,50,
motorist.sg,Honda Fit 1.3G A,Honda,19625,10233,7/8/09,23,90000
motorist.sg,"Audi Q3 Sportback 1.4 Tfsi S Tronic (17"")",Audi,173091,18684,12/1/21,100,28000
motorist.sg,Bmw 520I Executive Edition 48V Adpt Led Hl,Bmw,241927,22984,10/11/21,110,3000
motorist.sg,Mercedes Benz Gla180 Urban Edition Auto,Mercedes,156874,16358,28/5/21,104,15750
motorist.sg,Lexus Nx300 5Dr Suv (At) (4Wd) Luxury Mr,Lexus,223800,22248,31/5/21,104,16500
motorist.sg,Toyota Wish 1.8 Auto,Toyota,21500,15327,13/3/09,16,185000
motorist.sg,Byd T3,Byd,86800,9154,28/2/22,113,22
motorist.sg,Kia Cerato Ex Forte 1.6L A/T Abs Ab 2Wd 4Dr,Kia,23880,10053,21/1/10,28,
motorist.sg,Nissan Note 1.2 DigS Cvt 2Wd Led,Nissan,39900,11569,30/11/15,38,
motorist.sg,Mg Hs 1.5T At,Mg,134800,14666,16/3/21,102,16000
motorist.sg,Suzuki Swift 1.6 Mt,Suzuki,49500,12418,19/9/06,47,183000
motorist.sg,Fiat Fiorino Cargo 1.3Mta E6 Glazed,Fiat,42800,7722,22/3/18,66,
motorist.sg,Nissan Nv200 1.5 Mt Abs Airbag 2Wd 6Dr E5 W/Rc,Nissan,45800,9753,18/5/17,56,80407
motorist.sg,Nissan Nv350 Panel Van 2.5 5Mt 5Dr Euro V,Nissan,20800,11503,28/6/14,21,130316
motorist.sg,Isuzu Fvr34Suqdc,Isuzu,103800,24287,15/12/16,51,59670
motorist.sg,Mitsubishi Fm65Fm1Rdea,Mitsubishi,110800,11993,14/12/11,110,108050
motorist.sg,Nissan Nv200 1.5 Mt Abs Airbag 2Wd 6Dr E5 W/Rc,Nissan,44800,9468,31/5/17,56,45000
motorist.sg,Hino Sh1Eema 55 Ton 4X2 Mt,Hino,125800,18803,15/5/19,80,
motorist.sg,Hyundai Elantra Ad 1.6 Gls At (Ams),Hyundai,73800,11478,20/8/18,71,72000
motorist.sg,Honda Civic 1.6 Vti Cvt,Honda,93800,13630,17/10/18,73,59000
motorist.sg,Toyota Hiace Van Turbo 4Dr At,Toyota,76800,9898,9/6/20,93,
motorist.sg,Toyota Dyna 150 5Mt,Toyota,80800,12513,19/2/19,77,
motorist.sg,Bmw X3 Xdrive20I Xline Adpt Led Hl Fl,Bmw,248800,23994,10/11/21,110,6000
motorist.sg,Bmw 530I Led Nav Hud Mspt,Bmw,160800,26394,8/6/17,57,78000
motorist.sg,Bmw 330I 4Dr Led Nav Hud,Bmw,103800,20970,17/6/16,45,65000
motorist.sg,Bmw Z4 Sdrive28I D/Ab 2Wd 2Dr Gas/D Nav,Bmw,148800,15074,19/7/12,118,75000
motorist.sg,Toyota CHr 1.2 Turbo Active (Auto),Toyota,92800,11595,24/6/19,81,40000
motorist.sg,Toyota Hiace Van Turbo 5Dr Mt,Toyota,82800,10382,27/8/20,95,37009
motorist.sg,Fiat New Doblo Sx 1.6Mj E6 Glazed,Fiat,48800,7459,22/3/19,78,59800
