source,model,brand,price,depreciation,registration_date,coe_remaining_mths,mileage
Carro,Land Rover Range Rover Velar 2.0A Si4 R-Dynamic Sunroof,Land,218888,24950,22/11/18,74,36409
Carro,Land Rover Evoque Convertible 2.0 Si4,Land,193888,0,22/3/18,66,48700
Carro,Lexus IS Turbo IS200t Executive,Lexus,98888,19710,25/7/16,46,92647
Carro,Lexus ES250 Executive Sunroof,Lexus,93888,20200,8/4/16,43,55253
Carro,Lexus ES250 Executive Sunroof,Lexus,204888,20090,1/9/21,107,13727
Carro,Lexus IS Turbo IS300 Executive,Lexus,158388,19720,9/7/19,82,45484
Carro,Lexus RX450h Hybrid (COE till 09/2029),Lexus,86888,12280,20/1/10,84,207640
Carro,Lexus NX Hybrid NX300h Luxury,Lexus,87888,23410,29/5/15,32,130209
Carro,Lexus ES250 Executive Sunroof,Lexus,121888,19290,21/11/17,62,131164
Carro,Lexus ES250 Sunroof,Lexus,73888,19060,26/6/15,33,216383
Carro,Lexus UX200 Executive,Lexus,169888,17580,26/2/21,101,7664
Carro,Lexus ES250 Sunroof,Lexus,91888,18610,27/2/16,41,64368
Carro,Lexus RX Turbo RX200t Executive,Lexus,125688,24490,3/3/16,41,68033
Carro,Lexus LS460,Lexus,54888,47470,17/4/12,4,162443
Carro,Lexus NX Turbo NX200t Executive,Lexus,110888,19470,26/8/16,47,66000
Carro,Lexus ES250 Luxury Sunroof,Lexus,88888,17530,30/11/15,38,94546
Carro,Lexus Gs250 Premium Auto,Lexus,37888,27521,7/5/12,3,58938
Carro,Lexus IS Turbo IS200t Executive,Lexus,92588,16190,23/6/16,45,96037
Carro,Lexus NX Hybrid NX300h Executive,Lexus,188888,17990,17/12/20,99,17863
Carro,Lexus NX Turbo NX200t Executive,Lexus,118988,22690,23/2/16,41,131098
Carro,Lexus NX Turbo NX200t F Sport,Lexus,93888,17530,16/9/15,36,107233
Carro,Lexus RX Turbo RX200t Luxury Sunroof,Lexus,125888,21540,17/2/16,41,119266
Carro,Lexus IS Turbo IS200t Executive,Lexus,93888,15680,16/9/16,48,104552
Carro,Lexus NX Turbo NX200t Luxury Sunroof,Lexus,100888,18250,23/12/15,39,133943
Carro,Lexus IS Turbo IS200t Executive,Lexus,116667,17400,31/3/17,54,70176
Carro,Lexus IS Turbo IS200t Executive,Lexus,150400,24200,12/7/17,58,69588
Carro,Mazda MX-5 Roadster 2.0A RHT (COE till 10/2029),Mazda,126888,17720,7/11/09,85,109211
Carro,Mazda 3 1.5A,Mazda,84888,12490,21/11/18,74,49132
Carro,Mazda CX-3 2.0A Standard,Mazda,92888,12360,28/6/19,81,54277
Carro,Mazda 3 1.5A,Mazda,53588,13150,29/4/16,43,65865
Carro,Mazda 3 1.5A,Mazda,75888,12160,30/4/18,67,134234
Carro,Mazda 6 2.0A,Mazda,60888,16520,23/9/15,36,132674
Carro,Mazda 3 1.5A Sunroof,Mazda,74888,14470,5/7/17,57,207962
Carro,Mazda 6 2.0A,Mazda,47888,16220,18/5/15,32,120127
Carro,Mazda 3 HB 1.5A Deluxe Sunroof,Mazda,85588,13260,21/6/18,69,61310
Carro,Mazda CX-3 2.0A,Mazda,89888,13460,19/9/18,72,57515
Carro,Mazda 6 2.5A Sunroof,Mazda,61888,15640,2/11/15,37,217208
Carro,Mazda 3 Mild Hybrid 1.5A Elegance,Mazda,116388,13290,22/10/20,97,20584
Carro,Mazda 6 2.0A,Mazda,101888,14420,29/1/19,76,61914
Carro,Mazda 3 Mild Hybrid 1.5A Elegance,Mazda,125888,13240,28/10/21,109,16688
Carro,Mazda 5 2.0A Sunroof,Mazda,73888,14090,24/3/17,54,82000
Carro,Mazda 3 1.5A Deluxe,Mazda,60888,14020,14/7/16,46,94127
Carro,Mazda 3 Mild Hybrid 1.5A Classic,Mazda,104888,12500,4/8/20,94,57728
Carro,Mazda 3 Mild Hybrid 1.5A Classic,Mazda,122888,12880,4/1/22,111,5743
Carro,Mazda 3 HB 1.5A Deluxe,Mazda,49888,13570,18/12/15,39,119250
Carro,Mazda 3 1.5A,Mazda,66888,12430,29/8/17,59,107845
Carro,Mazda 2 HB 1.5A,Mazda,83588,11360,22/5/19,80,29229
Carro,Mazda 6 2.5A Sunroof,Mazda,64888,15430,24/12/15,39,171057
Carro,Mazda CX-8 2.5A Elegance 7 Seater,Mazda,184888,18960,30/6/21,105,15800
Carro,Mazda 6 2.5A Sunroof,Mazda,63888,14060,26/2/16,41,140958
Carro,Mercedes-Benz E-Class E200 AMG Edition E,Mercedes-Benz,110888,20560,16/6/16,45,49529
Carro,Mercedes-Benz C-Class C200 Edition C,Mercedes-Benz,58888,24570,15/1/14,16,69140
Carro,Mercedes-Benz GLB-Class GLB250 4MATIC 7-Seater,Mercedes-Benz,287888,29320,25/8/21,107,13902
Carro,Mercedes-Benz SLK-Class SLK200K (COE till 01/2030),Mercedes-Benz,92888,12530,8/2/10,88,126894
Carro,Mercedes-Benz CLA-Class CLA200 Shooting Brake Urban,Mercedes-Benz,110888,19890,12/5/17,56,64790
Carro,Mercedes-Benz A-Class A200 AMG Line Premium,Mercedes-Benz,173888,17410,24/9/21,108,17842
Carro,Mercedes-Benz B-Class B180 Style,Mercedes-Benz,65888,16600,9/12/15,39,137487
Carro,Mercedes-Benz A-Class A180 Style,Mercedes-Benz,74888,16410,25/8/16,47,76731
Carro,Mercedes-Benz R-Class R350L (COE till 12/2028),Mercedes-Benz,78888,12460,9/2/09,75,179309
Carro,Mercedes-Benz GLA-Class GLA200,Mercedes-Benz,150888,19460,6/3/19,78,48510
Carro,Mercedes-Benz CLA-Class CLA180 Progressive,Mercedes-Benz,198888,19420,16/12/21,111,13520
Carro,Mercedes-Benz A-Class Saloon A200 Progressive,Mercedes-Benz,176888,21840,29/11/19,86,42413
Carro,Mercedes-Benz CLA-Class CLA180 AMG Line,Mercedes-Benz,182888,19790,24/10/20,97,32888
Carro,Mercedes-Benz CLA-Class CLA180 Shooting Brake Urban,Mercedes-Benz,122888,17970,26/6/18,69,69657
Carro,Mercedes-Benz CLA-Class CLA200 Urban,Mercedes-Benz,110888,19620,27/7/17,58,43316
Carro,Mercedes-Benz GLB-Class GLB35 AMG 4MATIC 7-Seater,Mercedes-Benz,265888,27840,26/3/21,102,26872
Carro,Mercedes-Benz CLA-Class CLA180 Progressive,Mercedes-Benz,182888,20210,9/10/20,97,34844
Carro,Mercedes-Benz C-Class C200 Avantgarde,Mercedes-Benz,170888,20520,18/9/19,84,80125
Carro,Mercedes-Benz CLA-Class CLA200 AMG Line,Mercedes-Benz,203888,19560,27/12/21,111,1643
Carro,Mercedes-Benz C-Class C180 Coupe,Mercedes-Benz,212888,22620,4/1/21,99,30625
Carro,Mercedes-Benz C-Class C200 Avantgarde,Mercedes-Benz,72888,23710,28/1/15,28,162606
Carro,Mercedes-Benz A-Class A200 (COE till 04/2032),Mercedes-Benz,115888,11140,18/4/13,115,133360
Carro,Mercedes-Benz GLA-Class GLA180 Urban Edition,Mercedes-Benz,145888,17440,25/3/20,90,27198
Carro,Mercedes-Benz C-Class C180 Avantgarde,Mercedes-Benz,122888,20350,18/8/17,59,61000
Carro,Mitsubishi Attrage 1.2A,Mitsubishi,66888,10070,25/1/19,76,112781
Carro,Mitsubishi Attrage 1.2A,Mitsubishi,87888,10210,15/1/21,100,37589
Carro,Mitsubishi Lancer EX 1.6A,Mitsubishi,49888,13410,14/12/15,39,155026
Carro,Mitsubishi Attrage 1.2A,Mitsubishi,98888,10260,26/1/22,112,12881
Carro,Mitsubishi Attrage 1.2A (OPC),Mitsubishi,64888,9740,30/1/19,76,20000
Carro,Mitsubishi Lancer 1.6A GLX (COE till 12/2029),Mitsubishi,64888,8910,16/12/09,87,299544
Carro,Mitsubishi Lancer 1.6M (COE till 02/2023),Mitsubishi,8888,1990,19/3/08,5,301822
Carro,Mitsubishi Outlander 2.0A,Mitsubishi,172369,18360,28/7/21,106,18512
Carro,Mitsubishi Outlander 2.0A,Mitsubishi,106888,13900,14/5/19,80,68626
Carro,Mitsubishi i,Mitsubishi,388,0,4/7/07,4,176655
Carro,Mitsubishi Attrage 1.2A (Off-Peak Car),Mitsubishi,68412,9520,5/4/19,78,12941
Carro,Mitsubishi Outlander 2.4A,Mitsubishi,78888,13490,25/5/17,56,53978
Carro,Mitsubishi Lancer 1.6M GLX,Mitsubishi,2388,843,25/6/07,2,236126
Carro,Mitsubishi Attrage 1.2A,Mitsubishi,68888,9200,25/7/19,82,68001
Carro,Mitsubishi Outlander 2.4A Sunroof,Mitsubishi,72888,13680,20/9/16,48,42597
Carro,Mitsubishi Outlander 2.4A Sunroof,Mitsubishi,63888,13350,26/4/16,43,167000
Carro,Mitsubishi Space Star 1.2A,Mitsubishi,55088,8760,30/4/18,67,80294
Carro,Mitsubishi Eclipse Cross 1.5A Sunroof,Mitsubishi,109288,13300,6/6/19,81,20978
Carro,Mitsubishi Attrage 1.2A,Mitsubishi,73888,8590,10/9/20,96,26073
Carro,Mitsubishi Attrage 1.2A Cvt,Mitsubishi,45388,8900,3/2/17,52,103886
Carro,Mitsubishi Lancer 1.6 A,Mitsubishi,1488,207,5/4/07,5,132000
Carro,Mitsubishi Outlander 2.4A Sunroof,Mitsubishi,84126,19390,22/1/16,40,102500
Carro,Mitsubishi Attrage 1.2A Sports,Mitsubishi,60888,8690,8/1/19,76,67427
Carro,Mitsubishi Attrage 1.2A,Mitsubishi,54888,8800,26/3/18,66,65379
Carro,Nissan Note 1.2A,Nissan,70388,10350,25/3/19,78,55689
Carro,Nissan Sylphy 1.6A,Nissan,91888,11150,29/2/20,89,164323
Carro,Nissan Qashqai 1.2A DIG-T,Nissan,76888,13560,19/10/17,61,123249
Carro,Nissan Qashqai 1.2A DIG-T,Nissan,55888,13710,30/3/16,42,129423
Carro,Nissan Qashqai 2.0A,Nissan,77888,14400,29/5/17,56,99756
Carro,Nissan Qashqai 1.2A DIG-T,Nissan,52388,14460,24/10/15,37,61783
Carro,Nissan Qashqai 2.0A Premium Moonroof,Nissan,71888,14260,11/1/17,52,89000
Carro,Nissan Juke 1.6A,Nissan,62888,15050,15/4/16,43,52422
Carro,Nissan Qashqai 1.2A DIG-T,Nissan,84888,14810,28/11/17,62,67464
Carro,Nissan Qashqai 1.2A DIG-T,Nissan,88388,14320,21/2/18,65,40000
Carro,Nissan Qashqai 1.2A DIG-T,Nissan,80888,13780,29/12/17,63,91121
Carro,Nissan Sylphy 1.5A,Nissan,20888,8980,22/11/12,2,397717
Carro,Nissan Latio 1.5A Sports (COE till 11/2028),Nissan,58888,9470,21/11/08,74,41669
Carro,Nissan Note 1.2A (OPC),Nissan,51888,11740,18/11/16,50,40841
Carro,Nissan Teana 2.0A (COE till 12/2030),Nissan,73888,8870,17/2/11,99,138274
Carro,Nissan Juke 1.6A,Nissan,53888,15530,30/7/15,34,100426
Carro,Nissan Qashqai 1.2A DIG-T,Nissan,89888,14150,19/4/18,67,75021
Carro,Nissan X-Trail 2.0A 7-Seater Sunroof,Nissan,90888,13550,7/6/18,69,77808
Carro,Nissan Qashqai 1.2A DIG - T,Nissan,69888,15210,27/10/16,49,124015
Carro,Nissan Qashqai 1.2A DIG-T,Nissan,78888,13670,28/11/17,62,64210
Carro,Nissan X-Trail 2.0A Premium 7-Seater Sunroof,Nissan,111872,17690,28/3/18,66,35005
Carro,Nissan Latio 1.5A Sports (COE till 09/2024),Nissan,18888,9110,30/10/09,24,164897
Carro,Nissan Note 1.2A,Nissan,60388,10130,21/5/18,68,62509
Carro,Nissan Sylphy 1.6A,Nissan,70555,16630,31/5/16,44,57660
Carro,Opel Astra Sports Tourer 1.0A,Opel,64888,12030,31/10/17,61,107835
Carro,Opel Mokka X Diesel 1.6A,Opel,57888,10720,8/5/17,56,208507
Carro,Opel Crossland 1.2A X Turbo,Opel,70888,10700,12/4/18,67,124560
Carro,Opel Astra 1.4A Turbo,Opel,127850,15030,21/9/20,96,29568
Carro,Opel Astra 1.0A Turbo (Off-Peak Car),Opel,59842,11130,7/6/17,57,26000
Carro,Opel Astra 1.4A Turbo Innovation,Opel,82888,8870,21/10/20,97,52094
Carro,Opel Adam 1.4A,Opel,53888,9810,26/5/17,56,74332
Carro,Opel Astra GTC 1.4A,Opel,59888,8480,18/7/17,58,108231
Carro,Opel Astra Sports Tourer 1.0A (2017),Opel,82800,0,27/12/17,63,5100
Carro,Perodua Axia 1.0 Advance (Off-Peak Cars),Perodua,32888,6770,13/7/16,46,55627
Carro,Porsche Macan 2.0A PDK,Porsche,161888,33790,19/2/16,41,86801
Carro,Porsche 911 Carrera S Coupe 3.0A PDK,Porsche,645888,61520,6/5/21,104,11102
Carro,Porsche Cayman S PDK 3.4M (COE till 04/2030),Porsche,189888,24930,16/4/10,91,86400
Carro,Porsche Cayenne Diesel 3.0A Tip,Porsche,148888,34960,13/2/15,29,136407
Carro,Porsche Macan Turbo 3.6A PDK,Porsche,240888,61270,10/4/15,31,28000
Carro,Porsche Macan 2.0A PDK,Porsche,142888,36540,12/6/15,33,90335
Carro,Porsche 911 Turbo Coupe 3.8A PDK,Porsche,394888,47240,12/1/11,100,126655
Carro,Porsche Panamera S 4.8A PDK,Porsche,133888,20110,14/5/10,79,109015
Carro,Porsche Panamera 3.6A PDK,Porsche,162888,20170,14/2/11,96,173020
Carro,Porsche Cayenne S 4.8A Tip,Porsche,152888,17490,31/5/11,104,85093
Carro,Porsche Macan 2.0A PDK,Porsche,161888,32940,20/11/15,38,83119
Carro,Porsche Panamera 3.6A PDK,Porsche,128000,16090,18/4/11,85,105645
Carro,Porsche Cayenne S 2.9A,Porsche,414888,41520,9/5/19,80,26363
Carro,Porsche Macan GTS 3.0A PDK,Porsche,303888,35650,27/12/17,63,17129
Carro,Porsche Macan S 3.0A,Porsche,172888,0,19/12/14,27,102000
Carro,Seat CUPRA Ateca 2.0A TSI,Seat,212888,23090,28/10/20,97,17332
Carro,SEAT Leon CUPRA 2.0A TSI DSG,SEAT,162888,26040,2/3/18,65,107792
Carro,Mercedes-Benz GLB-Class GLB250 4MATIC 7-Seater,Mercedes-Benz,287888,29320,25/8/21,107,13902
Carro,SEAT Leon CUPRA 2.0A TSI DSG,SEAT,192888,23940,3/2/20,88,18585
Carro,SEAT Ateca 1.4A TSI 150Fr,SEAT,123888,14940,27/11/19,86,41258
Carro,BMW X5 xDrive35i 7-Seater Sunroof (COE till 05/2031),BMW,118888,13600,24/8/11,104,160189
Carro,SEAT Leon 1.2A TSI Style,SEAT,63888,13850,9/12/16,51,102000
Carro,Mercedes-Benz GLB-Class GLB35 AMG 4MATIC 7-Seater,Mercedes-Benz,265888,27840,26/3/21,102,26872
Carro,Land Rover Discovery 2.0A Si4 HSE 7-Seater,Land,230888,26060,18/10/19,85,11000
Carro,BMW X5 xDrive35i 7-Seater,BMW,158888,25530,13/12/16,51,159049
Carro,SEAT Leon 1.2A TSI Style,SEAT,75888,13780,28/9/17,60,94120
Carro,SEAT Leon Sport Tourer 1.0A TSI Style,SEAT,117888,14290,24/3/20,90,17000
Carro,BMW X7 xDrive40i Pure Excellence 7-Seater,BMW,392888,40110,24/7/20,94,15965
Carro,Mazda CX-8 2.5A Elegance 7 Seater,Mazda,184888,18960,30/6/21,105,15800
Carro,Seat CUPRA Ateca 2.0A TSI Sunroof,Seat,228888,23830,23/3/21,102,24000
Carro,Nissan X-Trail 2.0A 7-Seater Sunroof,Nissan,90888,13550,7/6/18,69,77808
Carro,Nissan X-Trail 2.0A Premium 7-Seater Sunroof,Nissan,111872,17690,28/3/18,66,35005
Carro,Land Rover Discovery Sport 2.0A Si4 HSE 7-Seater Sunroof,Land,108888,19610,30/8/16,47,74312
Carro,Nissan X-Trail 2.0A 7-Seater Sunroof,Nissan,59888,15060,29/7/15,34,75750
Carro,Toyota Alphard 2.5A X 8-Seater,Toyota,205888,21270,22/10/20,97,49053
Carro,Nissan X-Trail 2.0A 7-Seater Sunroof,Nissan,114888,16960,18/1/19,76,24305
Carro,Nissan X-Trail 2.0A 7-Seater Sunroof,Nissan,60888,11630,21/6/16,45,109726
Carro,Mazda CX-8 2.5A Luxury 6-Seater,Mazda,221667,22050,7/5/21,104,13818
Carro,Nissan X -Trail 2.0A 7 - Seater Sunroof,Nissan,63888,11110,28/7/16,46,83225
Carro,Skoda Octavia Mild Hybrid 1.5A TSI e-TEC Ambition,Skoda,145888,15530,12/10/21,109,18000
Carro,Skoda Octavia Mild Hybrid 1.5A TSI e-TEC Style,Skoda,148888,15280,14/1/22,112,13759
Carro,Skoda Octavia Mild Hybrid 1.5 TSI e-TEC Style,Skoda,140888,15260,13/7/21,106,15610
Carro,Skoda Kodiaq Ambition 1.5A TSI,Skoda,193888,19650,17/9/21,108,11621
Carro,Skoda Karoq 1.5A TSI Style,Skoda,170000,20950,30/1/20,88,32248
Carro,Skoda Octavia 1.4A TSI Ambition,Skoda,94888,10970,7/2/20,89,20622
Carro,Skoda Octavia 1.4A TSI Ambition Plus,Skoda,88888,10500,14/8/19,83,13943
Carro,Skoda Kodiaq 1.4A TSI Ambition Plus,Skoda,120000,16020,31/7/18,70,55807
Carro,Skoda Octavia 1.4A TSI Ambition Plus,Skoda,92000,9810,6/4/20,91,29578
Carro,Skoda Kodiaq 2.0A TSI,Skoda,135888,14250,16/12/19,87,16709
Carro,Tesla Model 3 Performance,Tesla,244888,24070,16/9/21,108,4488
Carro,Toyota Harrier Turbo 2.0A G,Toyota,127888,18450,19/6/18,69,108167
Carro,Toyota Vios 1.5A E,Toyota,78888,10950,29/3/19,78,199381
Carro,Toyota Harrier 2.0A Premium Panoramic Roof,Toyota,97888,17190,12/5/17,56,64327
Carro,Toyota Wish 1.8A,Toyota,60888,15780,30/9/15,36,121085
Carro,Toyota Harrier 2.0A Elegance Panoramic Roof,Toyota,82888,17630,28/7/16,46,95463
Carro,Toyota Vios 1.5A E,Toyota,81888,11840,3/1/19,75,40841
Carro,Toyota Corolla Hybrid 1.8A Ascent Sport,Toyota,127888,14170,18/2/21,101,19555
Carro,Toyota Estima 2.4A Aeras Premium Moonroof,Toyota,123888,19370,19/12/17,63,80000
Carro,Toyota Rav4 2.0A Premium,Toyota,158888,17050,29/12/20,99,14000
Carro,Toyota Alphard 2.5A S C-Package Moonroof,Toyota,184888,28360,6/4/18,67,97838
Carro,Toyota Rav4 2.0A Premium,Toyota,158888,16880,28/1/21,100,17862
Carro,Toyota Rush 1.5A X (COE till 11/2027),Toyota,54888,10470,4/2/08,62,141028
Carro,Toyota C-HR Hybrid 1.8A S,Toyota,88888,14440,27/6/18,69,50327
Carro,Toyota 86 2.0M (COE till 07/2032),Toyota,178888,18120,2/5/13,118,86581
Carro,Toyota Harrier 2.0A Premium Panoramic Roof,Toyota,93888,16960,20/10/16,49,71866
Carro,Toyota Harrier 2.0A Premium Panoramic Roof,Toyota,104888,17130,16/11/17,62,95823
Carro,Toyota Corolla Altis 1.6A Standard,Toyota,88888,12040,27/3/19,78,47036
Carro,Toyota Harrier 2.0A Premium Panoramic Roof,Toyota,89126,19200,7/7/16,46,96244
Carro,Toyota Estima 2.4A Aeras Premium,Toyota,94888,19750,24/6/16,45,65226
Carro,Toyota Wish 1.8A X (COE till 03/2029),Toyota,94007,14300,14/8/09,78,364586
Carro,Toyota Corolla Altis 1.6A Standard,Toyota,104715,13680,23/8/19,83,34004
Carro,Toyota C-HR Hybrid 1.8A S,Toyota,86888,14540,20/4/18,67,56445
Carro,Toyota Vios 1.5A E,Toyota,93888,10610,3/11/20,97,22213
Carro,Toyota Vios 1.5A E,Toyota,93888,10610,3/11/20,97,22361
Carro,Volkswagen Jetta GP 1.4A TSI,Volkswagen,65888,12930,30/11/16,50,31726
Carro,Volkswagen Jetta GP 1.4A TSI,Volkswagen,55888,13350,11/1/16,40,93854
Carro,Volkswagen Polo 1.0A TSI Comfortline (OPC),Volkswagen,102888,10330,8/10/21,109,11006
Carro,Volkswagen Golf GTI 2.0A,Volkswagen,110888,22470,23/9/16,48,81363
Carro,Volkswagen Passat 1.8A TFSI,Volkswagen,125888,14680,24/2/20,89,31358
Carro,Volkswagen Golf 1.2A TSI,Volkswagen,72888,13170,24/11/17,62,88412
Carro,Volkswagen Polo 1.4A (COE till 07/2030),Volkswagen,77888,9850,17/8/10,94,72595
Carro,Volkswagen Scirocco GP 1.4A TSI,Volkswagen,79888,15330,27/2/17,53,76000
Carro,Volkswagen Golf GTI 5DR (COE till 01/2029),Volkswagen,74888,11680,12/2/09,76,245605
Carro,Volkswagen Scirocco GP 1.4A TSI,Volkswagen,82888,14760,25/8/17,59,101733
Carro,Volkswagen Scirocco GP 1.4A TSI,Volkswagen,72888,14690,28/12/16,51,81765
Carro,Volkswagen Passat 2.0A TSI Business,Volkswagen,168888,17830,26/3/21,102,24396
Carro,Volkswagen Jetta GP 1.4A TSI Highline,Volkswagen,65888,12170,27/2/17,53,153910
Carro,Volkswagen T-Cross 1.0A TSI R-Line,Volkswagen,141888,14770,29/6/21,105,22242
Carro,Volkswagen Jetta 1.4A TSI,Volkswagen,38888,12970,27/4/15,31,91346
Carro,Volkswagen Jetta 1.4A TSI,Volkswagen,34888,12430,11/2/15,29,152869
Carro,Volkswagen Tiguan 1.4A TSI BMT Panoramic Roof,Volkswagen,66388,17010,16/9/15,36,33531
Carro,Volkswagen Golf 1.0A TSI Trendline,Volkswagen,73888,11680,14/3/18,66,103400
Carro,Volkswagen Touran 1.4A TSI (COE till 04/2031),Volkswagen,73888,8530,6/7/11,103,210245
Carro,Volkswagen Golf 1.2A TSI,Volkswagen,50888,14890,29/10/15,37,86645
Carro,Volkswagen Golf 1.4A TSI,Volkswagen,16888,13891,24/4/12,4,234000
Carro,Volkswagen Passat 2.0A TSI R-Line,Volkswagen,123888,17120,22/5/18,68,38113
Carro,Volkswagen Golf 1.4A TSI Comfortline,Volkswagen,97888,11840,15/10/19,85,31000
Carro,Volkswagen Golf 1.4A TSI,Volkswagen,52888,13180,27/10/15,37,90269
Carro,Volvo XC60 T5 R-Design Sunroof,Volvo,96388,21940,12/1/16,40,161846
Carro,Volvo XC60 T6 R-Design Panoramic Roof,Volvo,184888,23060,14/6/19,81,35337
Carro,Volvo S60 Diesel D2,Volvo,49888,15380,24/6/15,33,143204
Carro,Volvo V40 Cross Country T4,Volvo,29888,19050,22/5/13,8,110050
Carro,Volvo S60 T4 Momentum,Volvo,154888,18490,26/12/19,87,43000
Carro,Volvo XC60 T5 2.0A,Volvo,94888,21360,1/3/16,41,96604
Carro,Volvo S60 Diesel D2,Volvo,41888,17080,6/8/14,23,194856
Carro,Volvo V40 T2,Volvo,65888,14210,23/8/16,47,41000
Carro,Volvo V40 T2,Volvo,66888,12790,16/2/17,53,92993
Carro,Volvo V90 T5 Momentum,Volvo,124888,22390,23/3/17,54,37000
Carro,Volvo S60 T4,Volvo,21388,18159,30/5/12,3,161933
Carro,Volvo V40 T2,Volvo,99057,16960,11/8/17,59,41503
Carro,Volvo XC60 T5 2.0A,Volvo,98888,17050,17/10/16,49,81246
Carro,Volvo XC60 T5 2.0A,Volvo,104888,16170,28/4/17,55,48517
Carro,Volvo XC60 T6 R-Design,Volvo,235536,24490,9/9/20,96,18414
Carro,Volvo XC40 T4 R-Design,Volvo,172888,16890,10/5/21,104,3635
Carro,Volvo XC40 T4 Momentum,Volvo,178088,23680,25/10/18,73,2419
Carro,Volvo XC40 T5 Momentum,Volvo,117000,15750,25/4/18,67,50438
Carro,Volvo S60 T4,Volvo,33888,0,5/4/12,5,140000
Carro,Volvo S60 D2,Volvo,49888,0,30/9/14,24,100000
Carro,Volvo V40 T2 (a),Volvo,61800,0,29/6/16,45,72000
Carbuyer,Honda Odyssey 2.4 EXV-S (A),Honda,67800,18494,21/7/15,34,101600
Carbuyer,Mercedes-Benz GLC-Class GLC250 4-Matic Sunroof,Mercedes-Benz,129800,25425,25/10/16,49,62000
Carbuyer,Honda Fit 1.3 G F-Package (A) (Past Model),Honda,52500,8975,7/10/08,70,175000
Carbuyer,Kia Stinger 2.0A sunroof,Kia,133800,19200,30/8/18,71,86000
Carbuyer,Mazda 3 Sedan 1.6 Deluxe (A),Mazda,49800,13373,30/11/15,38,106000
Carbuyer,Hyundai i30 1.4 T-GDi DCT Turbo (A),Hyundai,103800,12695,27/2/20,89,14352
Carbuyer,BMW 1 Series Hatchback 116d (A),BMW,62800,15975,15/4/16,43,80500
Carbuyer,Hyundai Elantra 1.6 GLS Elite (A),Hyundai,74000,12191,3/10/18,66,62000
Carbuyer,Honda Shuttle 1.5 G LED Honda Sensing (A),Honda,90000,12532,19/6/19,81,36000
Carbuyer,Skoda Rapid Spaceback 1.4 TSI Ambition (A),Skoda,83500,11839,29/12/18,75,70000
Carbuyer,Subaru Forester 2.0i-L (A),Subaru,53000,15453,28/8/15,35,97000
Carbuyer,"Peugeot 308 SW 1.2 PureTech EAT6 Allure 16""",Peugeot,78800,12240,17/4/18,67,50000
Carbuyer,Mazda 5 2.0 Deluxe (A),Mazda,38888,14201,26/12/14,27,82000
Carbuyer,Mazda CX-5 2.0 (A),Mazda,79000,15267,28/10/16,49,66000
Carbuyer,Porsche Cayman 2.9 PDK (A),Porsche,145000,24965,25/6/08,69,100000
Carbuyer,Mercedes-Benz S-Class S400L (A),Mercedes-Benz,184800,28687,21/7/16,46,107375
Carbuyer,Nissan Qashqai 1.2 DIG-T Premium (A) OPC,Nissan,90800,10947,1/8/20,88,12000
Carbuyer,Honda Shuttle 1.5 G Keyless/Navi Honda Sensing (A) OPC,Honda,67800,11275,17/4/18,67,28000
Carbuyer,HYUNDAI I30 (FD) 1.6 DOHC AUTO,HYUNDAI,15500,10249,3/10/09,18,140000
Carbuyer,Toyota Estima 2.4 Aeras Premium 7-Seater Moonroof (A),Toyota,67800,19641,4/2/15,30,98000
Carbuyer,Porsche Macan PDK 2.0 (A),Porsche,128800,39582,12/9/14,27,58000
Carbuyer,HONDA CIVIC 1.6 VTI CVT,HONDA,109800,11943,20/1/21,100,59730
Carbuyer,SUBARU FORESTER 2.0XT CVT AWD SR,SUBARU,77800,16366,17/10/16,49,73555
Carbuyer,NISSAN TEANA 2.0 XL CVT,NISSAN,68800,13537,14/10/16,49,70000
Carbuyer,Mazda 2 Hatchback 1.5 Standard (A),Mazda,79800,11110,13/3/19,78,39481
Carbuyer,Toyota Corolla Altis 1.6 Elegance (A),Toyota,43800,4380,25/3/15,30,120000
Carbuyer,B.M.W. 420I COUPE LED SR NAV,B.M.W.,130800,20656,29/11/17,62,35500
Carbuyer,Nissan Kicks e-POWER Hybrid Premium (A),Nissan,126800,13024,29/12/21,111,10149
Carbuyer,SKODA KAROQ 1.5 TSI STYLE (A),SKODA,111800,15427,28/12/18,75,59800
Carbuyer,VOLKSWAGEN PASSAT B8 1.8 TFSI AT 3G24JZ,VOLKSWAGEN,83800,16627,11/9/16,50,45600
Carbuyer,MERCEDES BENZ E250 AUTO,MERCEDES,158000,23745,28/11/17,62,62000
Carbuyer,Toyota Corolla Altis 1.6 Elegance (A),Toyota,76800,12881,10/9/17,61,62000
Carbuyer,Suzuki Vitara 1.4 (A),Suzuki,70000,13388,19/6/17,57,56000
Carbuyer,BMW 2 Series Gran Tourer 218i Luxury (A),BMW,60000,16217,28/8/15,35,50000
Carbuyer,Audi Q2 1.4 TFSI S tronic (A),Audi,112800,15714,31/10/18,73,74873
Carbuyer,AUDI A5 SB 2.0 TFSI QU S TRONIC SPORT (PSR),AUDI,173000,26017,30/11/17,62,82000
Carbuyer,MITSUBISHI OUTLANDER 2.4 CVT AWD S/R FACELIFT,MITSUBISHI,58800,14311,19/1/16,40,120000
Carbuyer,Opel Crossland X 1.5 Turbo Diesel (A),Opel,111800,11680,13/4/21,103,46
